Profile Pic,Nums/Length Username,Full Name Words,Bio Length,External Url,Verified,Business,#Posts,#Followers,#Following,Last Post Recent,%Post Single Day,Index of Activity,Average of Likes,Fake
1,0,0,0,0,0,0,2,47,6170,0,100.0,0,155.0,1
1,0,1,3,0,0,0,24,4,29,0,20.833,0,7.792,1
1,0,1,64,0,0,0,100,415,1899,0,5.0,0,42.59,1
1,0,0,0,0,0,0,2,84,5978,0,100.0,0,187.5,1
1,0,0,0,0,0,0,3,79,6097,0,66.667,0,142.667,1
0,0.5,1,0,0,0,0,0,84,709,0,0,0,0,1
1,0.4,1,0,0,0,0,1,7,179,0,100.0,0,6.0,1
1,0,2,31,0,0,0,0,56,39,0,0,0,0,1
1,0,0,0,0,0,0,2,97,6181,0,100.0,0,182.5,1
1,0.1,1,0,0,0,0,4,87,5236,0,100.0,0,129.5,1
1,0,1,0,0,0,0,3,80,6171,0,66.667,0,139.667,1
1,0,1,0,0,0,0,17,62,255,0,11.765,0,18.588,1
0,0,2,0,0,0,0,0,339,6466,0,0,0,0,1
1,0,0,0,0,0,0,4,84,6240,0,100.0,0,119.75,1
1,0,1,3,0,0,1,1,72,4379,0,100.0,0,27.0,1
1,0,1,0,0,0,0,2,74,4072,0,50.0,0,166.0,1
1,0.111,3,48,0,0,1,0,947,4964,0,0,0,0,1
1,0,1,0,0,0,0,1,123,6501,0,100.0,0,112.0,1
1,0,2,0,0,0,0,33,262,811,1,6.061,0.4,36.515,1
1,0.3,1,0,0,0,0,1,174,169,0,100.0,0,5.0,1
0,0.538,4,0,0,0,0,0,11,478,0,0,0,0,1
1,0,1,0,0,0,0,3,60,2876,0,100.0,0,84.0,1
1,0,0,0,0,0,0,2,22,3793,0,100.0,0,136.0,1
1,0,2,137,0,0,0,67,657,747,1,1.493,0.5,122.97,1
1,0,0,0,0,0,0,2,76,6256,0,100.0,0,176.5,1
1,0,0,58,0,0,0,3,38,176,0,66.667,0,15.0,1
1,0,1,0,0,0,0,0,10,15,0,0,0,0,1
1,0,1,0,0,0,0,2,71,3314,0,100.0,0,140.0,1
1,0,1,0,0,0,0,2,64,3498,0,100.0,0,110.0,1
1,0,0,0,0,0,0,2,86,6205,0,100.0,0,180.5,1
1,0,0,0,0,0,0,0,98,655,0,0,0,0,1
1,0,6,133,0,0,1,271,1058,2051,1,10.0,3.833,89.35,1
1,0,1,0,0,0,0,2,59,3611,0,50.0,0,125.0,1
1,0,0,0,0,0,0,4,76,5997,0,75.0,0,117.5,1
1,0,1,0,0,0,0,1,134,2961,0,100.0,0,171.0,1
0,0,3,0,0,0,0,0,11,528,0,0,0,0,1
1,0,1,0,0,0,0,3,81,2993,0,100.0,0,91.333,1
1,0.444,0,0,0,0,0,0,125,2529,0,0,0,0,1
1,0,1,48,0,0,0,695,140,326,0,14.0,0,6.51,1
1,0,0,0,0,0,0,8,80,6083,0,37.5,0,83.625,1
0,0.538,4,0,0,0,0,0,7,490,0,0,0,0,1
1,0,0,0,0,0,0,5,62,2381,0,100.0,0,55.8,1
0,0.353,2,0,0,0,0,0,15,19,0,0,0,0,1
1,0.364,0,0,0,0,0,652,1074,3759,0,39.0,0,129.22,1
1,0,2,0,0,0,0,53,217,716,0,98.113,0,8.679,1
1,0,3,52,0,0,0,363,768,15,0,7.0,0,165.16,1
1,0,1,0,0,0,0,2,88,6156,0,100.0,0,205.0,1
1,0.308,1,0,0,0,0,1,74,4342,0,100.0,0,114.0,1
1,0.714,0,0,0,0,0,0,164,6818,0,0,0,0,1
1,0,0,0,0,0,0,6,79,5955,0,33.333,0,94.333,1
1,0,1,0,0,0,0,2,86,6144,0,50.0,0,170.0,1
1,0.231,1,0,0,0,0,0,206,6480,0,0,0,0,1
1,0,0,0,0,0,0,2,16,2380,0,100.0,0,92.0,1
1,0,0,0,0,0,0,2,69,3335,0,100.0,0,145.5,1
1,0,1,0,0,0,0,2,64,5320,0,100.0,0,178.5,1
1,0.263,1,0,0,0,0,24,161,641,0,45.833,0,11.125,1
1,0,1,95,0,0,0,12,2025,6583,0,83.333,0,14.417,1
1,0,0,100,0,0,1,382,246,667,1,2.0,4.0,20.93,1
1,0,1,0,0,0,0,2,71,6094,0,100.0,0,177.0,1
1,0,0,0,0,0,0,3,102,6206,0,100.0,0,141.0,1
1,0,1,0,0,0,0,3,58,1863,0,66.667,0,65.667,1
1,0,2,74,0,0,0,30,494,710,0,6.667,0,53.9,1
1,0,1,0,0,0,0,3,51,1587,0,100.0,0,80.0,1
0,0.6,4,0,0,0,0,0,10,494,0,0,0,0,1
0,0.125,1,0,0,0,0,0,5,521,0,0,0,0,1
0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4,78,0,0,0,867,1041,2631,0,15.0,0,274.38,1
1,0,1,0,0,0,0,2,96,5553,0,100.0,0,260.5,1
1,0,1,0,0,0,0,3,74,6151,0,66.667,0,175.0,1
1,0,1,0,0,0,0,2,71,6232,0,50.0,0,221.0,1
1,0,0,0,0,0,0,3,75,6223,0,100.0,0,149.333,1
1,0.25,1,0,0,0,0,1,16,397,0,100.0,0,14.0,1
1,0,1,0,0,0,0,0,90,6182,0,0,0,0,1
1,0,1,0,0,0,0,3,82,6114,0,100.0,0,151.333,1
1,0,1,0,0,0,0,3,48,1789,0,66.667,0,96.667,1
1,0,4,131,1,0,1,533,4909,3612,1,9.0,1.417,84.4,1
1,0,1,0,0,0,0,1,14,520,0,100.0,0,316.0,1
1,0,0,0,0,0,0,3,42,6231,0,100.0,0,164.333,1
1,0,0,0,0,0,0,0,77,4717,0,0,0,0,1
1,0.4,1,21,0,0,0,4,13,332,0,25.0,0,36.5,1
1,0,0,0,0,0,0,6,178,6996,0,66.667,0,71.667,1
1,0,0,0,0,0,0,3,91,6164,0,100.0,0,146.0,1
1,0,1,0,0,0,0,4,75,6144,0,100.0,0,107.5,1
1,0.1,1,0,0,0,0,3,53,1042,0,66.667,0,56.0,1
1,0,0,0,0,0,0,2,63,3139,0,100.0,0,113.0,1
1,0,2,0,0,0,0,55,1136,2915,1,9.091,0.25,62.745,1
1,0,1,0,0,0,0,4,44,1959,0,50.0,0,67.75,1
1,0,1,0,0,0,0,3,57,2097,0,100.0,0,96.333,1
1,0,2,82,1,0,1,563,848,7493,1,4.0,5.917,13.32,1
1,0.167,2,0,0,0,0,1,296,2636,0,100.0,0,228.0,1
1,0,1,0,0,0,0,3,73,4454,0,100.0,0,143.333,1
1,0,0,0,0,0,0,3,75,6099,0,66.667,0,145.333,1
1,0,2,0,0,0,0,0,2,1,0,0,0,0,1
1,0.077,2,0,0,0,0,1,26,136,0,100.0,0,6.0,1
1,0,0,0,0,0,0,4,58,2809,0,100.0,0,68.25,1
1,0,2,0,0,0,0,20,154,335,0,20.0,0,8.45,1
1,0,1,0,0,0,0,2,86,6286,0,100.0,0,252.0,1
0,0.308,1,0,0,0,0,0,44,1056,0,0,0,0,1
0,0.182,0,0,0,0,0,25,324,1172,0,20.0,0,35.32,1
1,0,1,24,1,0,0,1,143,6234,0,100.0,0,130.0,1
0,0,1,0,0,0,0,0,1,321,0,0,0,0,1
1,0,2,0,0,0,0,0,83,5886,0,0,0,0,1
1,0,1,0,0,0,0,2,74,4697,0,100.0,0,166.0,1
1,0,0,0,0,0,0,1,351,5760,0,100.0,0,111.0,1
1,0,1,0,0,0,0,2,73,3975,0,50.0,0,174.5,1
1,0.308,1,0,0,0,0,1,19,559,0,100.0,0,21.0,1
1,0,1,0,0,0,0,2,77,5792,0,100.0,0,195.5,1
1,0.111,1,80,0,0,0,0,35,668,0,0,0,0,1
1,0,1,0,0,0,0,7,98,4968,0,28.571,0,86.0,1
1,0.091,1,0,0,0,0,22,90,6422,0,100.0,0,3.409,1
1,0,1,0,0,0,0,5,82,6055,0,40.0,0,113.4,1
1,0,1,0,0,0,0,2,51,2960,0,100.0,0,121.5,1
0,0.267,1,0,0,0,0,0,14,12,0,0,0,0,1
0,0.083,1,0,0,0,0,0,40,20,0,0,0,0,1
0,0.267,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0.2,0,0,0,0,0,0,6,0,0,0,0,0,1
0,0.5,4,0,0,0,0,0,15,495,0,0,0,0,1
1,0.5,1,0,0,0,0,1,61,6143,0,100.0,0,59.0,1
1,0,1,0,0,0,0,2,92,6164,0,100.0,0,191.5,1
1,0,1,0,0,0,0,3,100,6186,0,100.0,0,152.333,1
1,0,1,0,0,0,0,3,67,4229,0,100.0,0,119.0,1
1,0,0,0,0,0,0,2,93,6137,0,100.0,0,170.0,1
1,0,1,0,0,0,0,3,95,6265,0,66.667,0,154.333,1
1,0,1,0,0,0,0,4,74,6189,0,100.0,0,148.25,1
1,0.222,1,0,0,0,0,135,201,1393,0,8.0,0,12.46,1
1,0,1,0,0,0,0,2,97,6252,0,100.0,0,215.5,1
1,0.444,2,28,0,0,0,19,663,2440,0,10.526,0,32.789,1
1,0,2,59,0,0,1,1549,151,271,0,18.0,0.833,7.03,1
1,0,1,0,0,0,0,3,65,5328,0,100.0,0,110.333,1
1,0,0,0,0,0,0,2,81,6227,0,100.0,0,207.0,1
1,0,1,0,0,0,0,4,63,5232,0,100.0,0,134.75,1
0,0.235,0,0,0,0,0,0,16,471,0,0,0,0,1
0,0.25,2,0,0,0,0,0,8,0,0,0,0,0,1
0,0,2,12,0,0,0,0,17,533,0,0,0,0,1
1,0,1,0,0,0,0,3,80,6172,0,100.0,0,156.0,1
1,0,0,0,0,0,0,1,51,673,0,100.0,0,103.0,1
1,0,1,0,0,0,0,2,101,6191,0,100.0,0,206.0,1
1,0.091,2,0,0,0,0,59,545,2446,0,16.949,0,19.068,1
1,0,1,6,0,0,0,17,10,25,0,29.412,0,12.412,1
1,0.143,1,0,0,0,0,18,490,6568,0,16.667,0,139.611,1
1,0,1,0,0,0,0,4,90,5984,0,100.0,0,160.5,1
1,0,1,0,0,0,0,3,81,6283,0,100.0,0,164.667,1
1,0,2,0,0,0,0,5,15,289,0,20.0,0,9.0,1
1,0,1,136,0,0,1,297,1450,5684,1,4.0,1.2,29.54,1
1,0.176,1,0,0,0,0,1,57,3052,0,100.0,0,50.0,1
1,0.231,1,149,1,0,0,27,129,3053,0,37.037,0,48.852,1
1,0,1,41,0,0,0,1,243,761,0,100.0,0,40.0,1
1,0,0,0,0,0,0,5,16,536,0,100.0,0,1.8,1
1,0,0,0,0,0,0,2,52,6138,0,50.0,0,168.5,1
1,0,1,0,0,0,0,3,82,4580,0,100.0,0,128.667,1
1,0,0,78,0,0,0,11,300,830,0,27.273,0,39.0,1
1,0.3,1,4,0,0,0,7,5,22,0,42.857,0,0.286,1
1,0,1,0,0,0,0,4,64,5242,0,75.0,0,136.25,1
1,0,1,0,0,0,0,2,87,5432,0,50.0,0,179.5,1
1,0,1,0,0,0,0,1,25,1224,0,100.0,0,39.0,1
1,0.143,2,0,0,0,0,1,331,3087,0,100.0,0,237.0,1
0,0,0,0,0,0,0,0,2,224,0,0,0,0,1
1,0,1,0,0,0,0,3,81,6103,0,100.0,0,158.333,1
0,0,1,46,0,0,0,0,46,259,0,0,0,0,1
0,0.444,2,0,0,0,0,0,2,14,0,0,0,0,1
0,0.375,0,0,0,0,0,0,14,26,0,0,0,0,1
0,0,2,0,0,0,0,0,30,75,0,0,0,0,1
0,0,0,0,0,0,0,0,224,72,0,0,0,0,1
0,0,3,11,0,0,0,0,5,149,0,0,0,0,1
0,0.2,0,0,0,0,0,0,0,22,0,0,0,0,1
1,0,1,0,0,0,0,23,14,142,1,73.913,23.0,1.565,1
1,0.1,0,0,0,0,0,5,520,5314,0,20.0,0,116.2,1
1,0.143,1,0,0,0,0,0,89,11,0,0,0,0,1
1,0,1,24,0,0,0,0,42,505,0,0,0,0,1
0,0,1,0,0,0,0,0,94,886,0,0,0,0,1
0,0,1,0,0,0,0,0,113,1392,0,0,0,0,1
0,0,0,20,0,0,1,0,127,292,0,0,0,0,1
0,0.364,0,0,0,0,0,0,11,15,0,0,0,0,1
1,0,1,0,0,0,0,0,44,322,0,0,0,0,1
1,0.364,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,1,0,0,0,0,0,34,332,0,0,0,0,1
1,0,0,0,0,0,0,0,1,14,0,0,0,0,1
0,0,2,0,0,0,0,0,0,48,0,0,0,0,1
1,0,2,130,0,0,0,34,135,501,0,29.412,0,16.118,1
0,0.091,1,0,0,0,0,0,3,18,0,0,0,0,1
1,0,4,26,0,0,0,50,1144,2733,0,74.0,0,42.62,1
0,0,1,0,0,0,0,0,1,952,0,0,0,0,1
0,0.455,2,0,0,0,0,0,0,48,0,0,0,0,1
1,0.133,1,12,0,0,0,0,296,290,0,0,0,0,1
0,0,2,0,0,0,0,0,13,73,0,0,0,0,1
1,0,4,31,0,0,0,34,2756,5757,0,5.882,0,218.294,1
0,0,0,0,0,0,0,0,3,40,0,0,0,0,1
0,0,1,0,0,0,0,0,0,64,0,0,0,0,1
1,0,1,130,0,0,0,57,427,703,0,7.018,0,56.333,1
1,0,0,6,0,0,0,6,9,22,0,100.0,0,4.333,1
1,0,1,39,0,0,0,193,156,320,0,8.0,0,34.25,1
0,0,0,0,0,0,0,0,38,627,0,0,0,0,1
1,0.308,1,0,0,0,0,0,49,83,0,0,0,0,1
0,0,2,0,0,0,0,0,49,247,0,0,0,0,1
1,0.2,1,26,0,0,0,5,91,56,1,100.0,5.0,11.8,1
0,0.222,1,53,0,0,0,0,0,10,0,0,0,0,1
0,0.091,1,0,0,0,0,0,0,17,0,0,0,0,1
1,0.062,0,0,0,0,0,0,38,59,0,0,0,0,1
1,0,0,0,0,0,0,9,6,151,0,44.444,0,3.889,1
1,0.556,0,0,0,0,0,0,12,39,0,0,0,0,1
0,0.444,0,0,0,0,0,0,0,42,0,0,0,0,1
0,0,1,0,0,0,0,0,195,497,0,0,0,0,1
0,0.364,0,0,0,0,0,0,14,32,0,0,0,0,1
0,0.059,0,0,0,0,0,0,13,38,0,0,0,0,1
1,0.571,2,0,0,0,0,0,29,37,0,0,0,0,1
1,0,2,0,0,0,0,0,321,1770,0,0,0,0,1
0,0,1,0,0,0,0,0,41,497,0,0,0,0,1
1,0.04,5,144,0,0,0,118,205,515,0,11.0,0,11.72,1
0,0.1,1,0,0,0,0,0,0,20,0,0,0,0,1
0,0,0,0,0,0,0,0,13,45,0,0,0,0,1
0,0.118,2,0,0,0,0,0,13,18,0,0,0,0,1
1,0.4,1,0,0,0,0,0,16,23,0,0,0,0,1
0,0,2,0,0,0,0,0,160,538,0,0,0,0,1
0,0.143,2,0,0,0,0,1,3,5,1,100.0,0.5,0.0,1
0,0,0,0,0,0,0,0,17,124,0,0,0,0,1
0,0.455,1,0,0,0,0,0,0,5,0,0,0,0,1
1,0.2,2,0,0,0,0,0,23,67,0,0,0,0,1
0,0,2,0,0,0,0,0,3,3,0,0,0,0,1
1,0.444,1,0,0,0,0,13,388,1274,0,15.385,0,66.077,1
1,0.167,2,0,0,0,0,0,138,0,0,0,0,0,1
1,0.273,0,0,0,0,0,0,17,71,0,0,0,0,1
1,0.133,1,111,0,0,0,0,568,7388,0,0,0,0,1
1,0.25,1,0,0,0,0,4,10,48,0,100.0,0.364,0.25,1
1,0,2,70,0,0,0,3,111,1428,1,66.667,1.5,0.667,1
1,0,1,0,0,0,0,0,67,795,0,0,0,0,1
1,0,0,115,0,0,0,2,213,718,1,50.0,0.333,11.0,1
0,0,2,0,0,0,0,0,10,171,0,0,0,0,1
1,0,2,0,0,0,0,1,44,385,0,100.0,0.083,11.0,1
1,0,1,0,0,0,0,1,133,6606,0,100.0,0,66.0,1
1,0.545,1,0,0,0,0,4,86,6444,0,100.0,0,25.0,1
0,0.2,1,0,0,0,0,0,63,3082,0,0,0,0,1
1,0.5,4,56,0,0,0,5,146,6466,0,60.0,0,49.8,1
0,0.133,1,95,0,0,1,4,99,2958,0,50.0,0,20.5,1
1,0.308,2,0,0,0,0,1,70,5537,0,100.0,0,68.0,1
1,0,2,0,0,0,0,5,253,1895,0,80.0,0,123.2,1
1,0.067,0,0,0,0,0,1,137,6417,0,100.0,0,34.0,1
0,0,1,0,0,0,0,0,44,3995,0,0,0,0,1
0,0,2,0,0,0,0,0,113,6572,0,0,0,0,1
1,0,3,27,0,0,0,1,141,6432,0,100.0,0,131.0,1
1,0.545,1,0,0,0,0,3,213,1945,0,66.667,0,515.0,1
1,0.083,3,0,0,0,0,5,3013,6694,0,20.0,0,752.6,1
1,0.667,2,0,0,0,0,26,282,7392,1,15.385,1.333,7.692,1
0,0,1,0,0,0,0,0,1,193,0,0,0,0,1
0,0,0,0,0,0,0,2,122,4538,0,50.0,0.167,10.5,1
1,0.308,1,0,0,0,0,0,87,4609,0,0,0,0,1
1,0,3,75,0,0,0,1,103,159,0,100.0,0,0.0,1
1,0,1,0,0,0,0,0,88,322,0,0,0,0,1
0,0,1,0,0,0,0,0,929,1315,0,0,0,0,1
1,0,3,91,0,0,0,4,230,2239,0,50.0,0,14.0,1
